repository	old_ref	old_tip	old_tree	old_path	old_blob	old_bytes	final_path	final_blob	disposition	review_mode	final_source_basis	reason	reviewer	reviewed_at
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/README.md	240abc9b89800c7e68405bd9c68c8b921542236b	2525	docs/README.md	40c3c0adc7fe7c17734764f11cb1603159fbdd05	replaced	direct-content	a8516228a4c04456c309af267ba72af0fa4acab2	single current navigation index rewritten for the normalized source and canonical corpus; stable_id=index:learning-root; publication_basis=09fce2f8a54343970a57db12920b47739237eb39	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits-codex-5.6/142.md	0a6198f940880ae8ce7db2d29b6c4bf598ee21d0	8056	docs/commits/142.md	017dcb0552cc14cd818151a00391dbfc4cedf96c	corrected	direct-content	a8516228a4c04456c309af267ba72af0fa4acab2	unique stable-ID 142 answer adopted into the canonical path and corrected against the normalized final source basis; stable_id=answer:142; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits-codex-5.6/README.md	c2a805790de99e321b40ff942618cecd0e86b055	27472	-	-	discarded	direct-content	a8516228a4c04456c309af267ba72af0fa4acab2	versioned wrapper superseded by the single canonical answer index; stable_id=legacy-index:answers-codex-5.6; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits-reliability-v1.0.1/143.md	8268a2e57b1e47b2cd795aabf4773819c5d4371d	730	-	-	discarded	direct-content	a8516228a4c04456c309af267ba72af0fa4acab2	learner-navigation-only old source responsibility was excluded from the normalized source graph; stable_id=legacy-answer:143; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits-reliability-v1.0.1/README.md	247419f6d69b9785c3b948e13a43154c7bf47c7b	871	-	-	discarded	direct-content	a8516228a4c04456c309af267ba72af0fa4acab2	release-specific wrapper superseded by the single canonical answer index; stable_id=legacy-index:answers-reliability-v1.0.1; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/000.md	a014d607084734e4b1d918dd8cf2954197d47e45	5190	docs/commits/000.md	f582eb11be63ce565cf485c9a45f0e8b345a0f49	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:000; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/001.md	87f09da99eb5f040115237e06e24810ab229ef38	9501	docs/commits/001.md	120a9638a871f7b8d4ec115e2aa61898d78989d3	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:001; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/003.md	615de57d275a608145e4cc04b0f749e47360d3cc	23281	docs/commits/003.md	85f971e7a7e3656510f6366dc2848ecbaf819bcf	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:003; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/005.md	87d5699b448c8f442cb0c3b143e820398432fcb8	16231	docs/commits/005.md	1264f54ef545186705a1f4a76236af9b826e04e8	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:005; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/007.md	ba207f5460a4422a7c8b3874df83339064adcdf9	8358	docs/commits/007.md	5831b9e71289546fdc355f761fb1554c3dc17943	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:007; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/009.md	e1f7dff9564c6562a5050ed8827603ae9b51e0a3	5314	docs/commits/009.md	ab30b13d6ab12378ad96fdb7ec6c07ff134df5ff	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:009; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
frontend-reliability-training	learning/reliability-v1.0.1	4be1f7741030818e723351162618ee94e2c47e80	c11737f9d9b1a4acdcf9b14c3eb14c94abaaa9ab	docs/commits/010.md	cdce50fb7e5b06203c03aff959ac3eebd6ea157e	10613	docs/commits/010.md	9324459cde634548d5a2cd29dfb60d3d758b1a54	corrected	metadata-only	a8516228a4c04456c309af267ba72af0fa4acab2	legacy prose preserved; commit tree parent and source-basis metadata normalized through the source crosswalk; stable_id=answer:010; publication_basis=a4dbce445ca2bd954b481f2ed195e2e44720d2ed	repository-owner	2026-07-20T19:39:37+09:00
